    wave             C         sig   sigcal     lorange     hirange
 4580.02      32.72064       2.414    0.035       0.176       3.363
 4580.97      32.81747       2.426    0.035       0.171       3.383
 4581.93       32.9155       2.438    0.035       0.167       3.404
 4582.88      33.01476       2.449    0.035       0.162       3.425
 4583.83      33.11525       2.462    0.035       0.157       3.447
 4584.78      33.21699       2.474    0.035       0.153       3.468
 4585.73         33.32       2.486    0.035       0.148       3.491
 4586.68      33.42429       2.499    0.036       0.143       3.513
 4587.63      33.52987       2.512    0.036       0.138       3.536
 4588.59      33.63677       2.525    0.036       0.133       3.559
 4589.54      33.74499       2.538    0.036       0.128       3.583
 4590.49      33.85455       2.552    0.036       0.123       3.606
 4591.44      33.96548       2.566    0.036       0.118       3.631
 4592.39      34.07778       2.580    0.036       0.112       3.655
 4593.34      34.19147       2.595    0.036       0.107       3.680
 4594.29      34.30657       2.610    0.036       0.101       3.706
 4595.24      34.42311       2.625    0.036       0.096       3.732
 4596.19      34.54108       2.640    0.036       0.090       3.758
 4597.14      34.66053       2.655    0.036       0.084       3.785
 4598.09      34.78146       2.671    0.036       0.078       3.812
 4599.04      34.90389       2.687    0.036       0.072       3.839
 4599.99      35.02785       2.704    0.036       0.066       3.867
 4600.94      35.15335       2.720    0.037       0.060       3.896
 4601.89      35.28042       2.737    0.037       0.054       3.925
 4602.84      35.40907       2.755    0.037       0.047       3.954
 4603.78      35.53932       2.772    0.037       0.041       3.984
 4604.73      35.67121       2.790    0.037       0.034       4.015
 4605.68      35.80474       2.809    0.037       0.027       4.045
 4606.63      35.93995       2.827    0.037       0.020       4.077
 4607.58      36.07686       2.846    0.037       0.013       4.109
 4608.53      36.21549       2.866    0.037       0.006       4.141
 4609.48      36.35586       2.886    0.037       0.000       4.174
 4610.42        36.498       2.905    0.037       0.000       4.208
 4611.37      36.64194       2.926    0.038       0.000       4.242
 4612.32      36.78769       2.947    0.038       0.000       4.277
 4613.27       36.9353       2.968    0.038       0.000       4.312
 4614.22      37.08477       2.990    0.038       0.000       4.348
 4615.16      37.23615       3.012    0.038       0.000       4.385
 4616.11      37.38946       3.035    0.038       0.000       4.422
 4617.06      37.54473       3.057    0.038       0.000       4.460
 4618.01      37.70199       3.081    0.038       0.000       4.498
 4618.95      37.86126       3.104    0.038       0.000       4.537
  4619.9      38.02258       3.129    0.039       0.000       4.577
 4620.85      38.18598       3.154    0.039       0.000       4.618
 4621.79      38.35149       3.179    0.039       0.000       4.659
 4622.74      38.51915       3.205    0.039       0.000       4.701
 4623.69      38.68899       3.231    0.039       0.000       4.744
 4624.63      38.86103       3.258    0.039       0.000       4.787
 4625.58      39.03533       3.285    0.039       0.000       4.831
 4626.53      39.21191       3.313    0.040       0.000       4.876
 4627.47      39.39081       3.341    0.040       0.000       4.922
 4628.42      39.57207       3.370    0.040       0.000       4.969
 4629.36      39.75572       3.400    0.040       0.000       5.017
 4630.31      39.94181       3.430    0.040       0.000       5.065
 4631.26      40.13037       3.461    0.040       0.000       5.115
  4632.2      40.32145       3.492    0.040       0.000       5.165
 4633.15      40.51509       3.524    0.041       0.000       5.216
 4634.09      40.71133       3.557    0.041       0.000       5.269
 4635.04      40.91021       3.590    0.041       0.000       5.322
 4635.98      41.11179       3.624    0.041       0.000       5.376
 4636.93      41.31611       3.659    0.041       0.000       5.431
 4637.87      41.52321       3.694    0.041       0.000       5.488
 4638.82      41.73314       3.731    0.042       0.000       5.545
 4639.76      41.94596       3.768    0.042       0.000       5.604
 4640.71      42.16171       3.805    0.042       0.000       5.664
 4641.65      42.38045       3.844    0.042       0.000       5.725
 4642.59      42.60222       3.883    0.042       0.000       5.787
 4643.54       42.8271       3.923    0.043       0.000       5.850
 4644.48      43.05512       3.964    0.043       0.000       5.915
 4645.43      43.28636       4.006    0.043       0.000       5.981
 4646.37      43.52086       4.049    0.043       0.000       6.048
 4647.31      43.75869       4.093    0.043       0.000       6.117
 4648.26      43.99991       4.138    0.044       0.000       6.187
  4649.2      44.24459       4.183    0.044       0.000       6.259
 4650.14      44.49279       4.230    0.044       0.000       6.332
 4651.09      44.74458       4.278    0.044       0.000       6.406
 4652.03      45.00003       4.326    0.045       0.000       6.482
 4652.97       45.2592       4.376    0.045       0.000       6.560
 4653.92      45.52218       4.427    0.045       0.000       6.640
 4654.86      45.78903       4.479    0.045       0.000       6.721
  4655.8      46.05984       4.532    0.046       0.000       6.804
 4656.74      46.33468       4.587    0.046       0.000       6.889
 4657.69      46.61363       4.642    0.046       0.000       6.975
 4658.63      46.89677       4.700    0.046       0.000       7.064
 4659.57      47.18421       4.758    0.047       0.000       7.155
 4660.51      47.47601       4.818    0.047       0.000       7.247
 4661.45      47.77227       4.879    0.047       0.000       7.342
  4662.4      48.07309       4.941    0.047       0.000       7.439
 4663.34      48.37856       5.005    0.048       0.000       7.538
 4664.28      48.68877       5.071    0.048       0.000       7.639
 4665.22      49.00384       5.138    0.048       0.000       7.743
