   wave             C          sig   sigcal      lorange      hirange
2608.79   -6527.84751     2249.422    1.732     3035.435     1062.221
 2609.1   -6534.41447     2249.142    1.732     3056.040     1070.007
 2609.4   -6541.00003     2248.977    1.732     3076.782     1077.789
2609.71   -6547.60426     2248.926    1.732     3097.660     1085.565
2610.01    -6554.2272     2248.990    1.709     3118.677     1093.337
2610.32   -6560.86892     2249.167    1.709     3139.833     1101.103
2610.63   -6567.52947     2249.460    1.710     3161.129     1108.865
2610.93   -6574.20892     2249.867    1.710     3182.567     1116.622
2611.24   -6580.90732     2250.390    1.710     3204.148     1124.374
2611.54   -6587.62473     2251.027    1.711     3225.873     1132.122
2611.85   -6594.36122     2251.779    1.711     3247.744     1139.865
2612.16   -6601.11684     2252.646    1.712     3269.761     1147.604
2612.46   -6607.89165     2253.628    1.713     3291.927     1155.338
2612.77   -6614.68571     2254.725    1.714     3314.242     1163.068
2613.08   -6621.49909     2255.938    1.692     3336.707     1170.794
2613.38   -6628.33184     2257.266    1.693     3359.324     1178.516
2613.69   -6635.18402     2258.710    1.694     3382.095     1186.234
 2614.0    -6642.0557     2260.269    1.695     3405.020     1193.948
2614.31   -6648.94693     2261.944    1.696     3428.101     1201.657
2614.61   -6655.85778     2263.735    1.698     3451.340     1209.363
2614.92   -6662.78832     2265.642    1.699     3474.737     1217.066
2615.23   -6669.73859     2267.665    1.701     3498.294     1224.764
2615.54   -6676.70866     2269.804    1.702     3522.014     1232.459
2615.85   -6683.69861     2272.060    1.704     3545.896     1240.150
2616.15   -6690.70848     2274.433    1.683     3569.943     1247.838
2616.46   -6697.73834     2276.922    1.685     3594.155     1255.522
2616.77   -6704.78825     2279.528    1.687     3618.536     1263.203
2617.08   -6711.85828     2282.252    1.689     3643.085     1270.881
2617.39    -6718.9485     2285.092    1.691     3667.805     1278.556
 2617.7   -6726.05895     2288.050    1.693     3692.697     1286.227
2618.01   -6733.18972     2291.125    1.695     3717.762     1293.895
2618.32   -6740.34085     2294.319    1.698     3743.003     1301.560
2618.62   -6747.51242     2297.630    1.700     3768.421     1309.223
2618.93   -6754.70449     2301.060    1.703     3794.017     1316.882
2619.24   -6761.91713     2304.608    1.682     3819.794     1324.539
2619.55   -6769.15039     2308.274    1.685     3845.752     1332.193
2619.86   -6776.40436     2312.059    1.688     3871.893     1339.844
2620.17   -6783.67908     2315.963    1.691     3898.220     1347.492
2620.48   -6790.97462     2319.987    1.694     3924.733     1355.139
2620.79   -6798.29106     2324.130    1.697     3951.435     1362.782
 2621.1   -6805.62846     2328.393    1.700     3978.327     1370.423
2621.42   -6812.98687     2332.775    1.703     4005.412     1378.062
2621.73   -6820.36638     2337.278    1.706     4032.690     1385.699
2622.04   -6827.76705     2341.901    1.686     4060.164     1393.333
2622.35   -6835.18894     2346.645    1.690     4087.836     1400.965
2622.66   -6842.63212     2351.510    1.693     4115.706     1408.595
2622.97   -6850.09666     2356.497    1.697     4143.779     1416.223
2623.28   -6857.58262     2361.605    1.700     4172.054     1423.850
2623.59   -6865.09008     2366.834    1.704     4200.534     1431.474
2623.91   -6872.61909     2372.186    1.708     4229.222     1439.096
2624.22   -6880.16974     2377.660    1.712     4258.118     1446.717
2624.53   -6887.74209     2383.257    1.716     4287.226     1454.336
2624.84    -6895.3362     2388.977    1.720     4316.546     1461.953
2625.15   -6902.95215     2394.821    1.700     4346.082     1469.569
2625.47      -6910.59     2400.788    1.705     4375.834     1477.183
2625.78   -6918.24982     2406.880    1.709     4405.806     1484.796
2626.09   -6925.93169     2413.096    1.713     4435.999     1492.407
 2626.4   -6933.63568     2419.436    1.718     4466.416     1500.017
2626.72   -6941.36184     2425.902    1.722     4497.058     1507.626
2627.03   -6949.11026     2432.494    1.727     4527.928     1515.233
2627.34   -6956.88101     2439.211    1.732     4559.028     1522.840
2627.66   -6964.67415     2446.055    1.737     4590.360     1530.445
2627.97   -6972.48975     2453.026    1.742     4621.927     1538.049
2628.28    -6980.3279     2460.123    1.722     4653.731     1545.653
 2628.6   -6988.18865     2467.349    1.727     4685.773     1553.255
2628.91   -6996.07208     2474.702    1.732     4718.058     1560.857
2629.23   -7003.97826     2482.184    1.738     4750.586     1568.458
2629.54   -7011.90727     2489.795    1.743     4783.361     1576.058
2629.86   -7019.85918     2497.536    1.748     4816.384     1583.657
2630.17   -7027.83405     2505.406    1.754     4849.659     1591.256
2630.48   -7035.83197     2513.407    1.759     4883.187     1598.854
 2630.8     -7043.853     2521.538    1.765     4916.972     1606.452
2631.11   -7051.89723     2529.801    1.771     4951.016     1614.049
2631.43   -7059.96471     2538.197    1.751     4985.321     1621.646
2631.74   -7068.05553     2546.724    1.757     5019.890     1629.242
2632.06   -7076.16976     2555.384    1.763     5054.726     1636.839
2632.37   -7084.30748     2564.178    1.769     5089.832     1644.435
2632.69   -7092.46875     2573.107    1.775     5125.209     1652.030
2633.01   -7100.65366     2582.170    1.782     5160.862     1659.626
2633.32   -7108.86228     2591.369    1.788     5196.793     1667.222
2633.64   -7117.09468     2600.703    1.794     5233.004     1674.818
2633.95   -7125.35094     2610.174    1.801     5269.498     1682.414
2634.27   -7133.63113     2619.782    1.781     5306.280     1690.010
2634.59   -7141.93534     2629.528    1.788     5343.350     1697.606
 2634.9   -7150.26364     2639.413    1.795     5380.713     1705.202
2635.22   -7158.61609     2649.437    1.802     5418.371     1712.799
2635.54   -7166.99279     2659.601    1.809     5456.328     1720.396
2635.85   -7175.39381     2669.906    1.816     5494.587     1727.993
2636.17   -7183.81922     2680.352    1.823     5533.150     1735.591
2636.49   -7192.26911     2690.940    1.830     5572.021     1743.189
2636.81   -7200.74354     2701.671    1.837     5611.203     1750.788
2637.12    -7209.2426     2712.546    1.845     5650.700     1758.387
2637.44   -7217.76637     2723.565    1.825     5690.515     1765.987
2637.76   -7226.31493     2734.730    1.832     5730.651     1773.588
2638.08   -7234.88834     2746.041    1.840     5771.111     1781.189
2638.39    -7243.4867     2757.498    1.848     5811.899     1788.792
2638.71   -7252.11008     2769.104    1.855     5853.019     1796.395
2639.03   -7260.75856     2780.857    1.863     5894.474     1803.999
2639.35   -7269.43222     2792.761    1.871     5936.268     1811.604
2639.67   -7278.13114     2804.815    1.879     5978.404     1819.210
2639.99    -7286.8554     2817.021    1.887     6020.886     1826.817
2640.31   -7295.60508     2829.379    1.896     6063.718     1834.425
2640.62   -7304.38026     2841.890    1.876     6106.904     1842.035
2640.94   -7313.18103     2854.556    1.884     6150.447     1849.645
2641.26   -7322.00746     2867.376    1.892     6194.351     1857.257
